text	url
I think I’m going to go to the movies to see King Richard instead of watching at home ..	https://twitter.com/i/web/status/1466906775693795329
King Richard was solid. Shoutout to the Girl Dads out there boy 👏🏾👏🏾👏🏾	https://twitter.com/i/web/status/1466906612984078342
King Richard movie of the year !!!	https://twitter.com/i/web/status/1466906557623324672
King Richard live updates – Serena and Venus Williams’ half-sister still wants relationship with stars after dad left https://t.co/CUOvrXrv60	https://twitter.com/i/web/status/1466905900514349058
I wanna watch King Richard so bad but I'm afraid it will unleash a new level of tiger parenting from me	https://twitter.com/i/web/status/1466905013129732097
So I teach tennis as a part time thing, and one of the kids ran up to me and told me he was excited for tennis today since he watched King Richard last week. And I just smiled because of the impact the Williams family has on people in society today is truly amazing.	https://twitter.com/i/web/status/1466904995916177410
These week out, @siouxbruce, @TotesChris and I talk “House of Gucci,” “Power of the Dog,” and “King Richard.” Then we list our desert island Christmas movies and have an interview with “Yellowstone” actress Piper Perabo: https://t.co/VRBx2d5QCx	https://twitter.com/i/web/status/1466904978996572163
Just watched #KingRichard WOW!! So good I want you to watch it again. I’ve left the cinema feeling different!	https://twitter.com/i/web/status/1466904865418973190
If Will Smith does indeed win the Best Actor Oscar for King Richard (2021), it'll be THE MOST unsatisfying Oscar win of all time. I'm talking even more unsatisfying than Denzel Washington winning for Training Day (2001) and Al Pacino winning for Scent of a Woman (1992). ANGERING.	https://twitter.com/i/web/status/1466904753191874562
"#NowPlaying Beyoncé - Be Alive (Original Song from the Motion Picture ""King Richard"")   https://t.co/hKZF1uCKmi"	https://twitter.com/i/web/status/1466903979858829316
Hire our top experts to help you attain the top grades in your onlineclass.  #Statistics #Literature #Nursing #Biology  #Law #Physiology #Homework #KingRichard   #Essaydue #Termpaper #Calculus #Onlineclass #Dissertation #essaypay #Kuwait #UAE #DOHA #OMAN WhatsApp +1(786)706-1443 https://t.co/KnN6XxHrQM	https://twitter.com/i/web/status/1466902882972745733
#yeahso I know it’s not cool to give Will Smith props these days, but he bodied King Richard.	https://twitter.com/i/web/status/1466902351604862976
Just watched KING RICHARD!! Great movie and fantastic history, definitelly worth watching!!	https://twitter.com/i/web/status/1466902261905469450
21finz just discovered: HBO Max: Streaming King Richard, Dune and everything else to know - https://t.co/uiqsoMfDwm https://t.co/ubdOQ4ly8D	https://twitter.com/i/web/status/1466902071861514243
Need Help? Kindly Dm for, #Biochem #Algebra #Statistics #English #Chemistry  #Accounting #Project #Finance #finals #Biology #javascript #100DaysOfCode #WomenWhoCode #programming #DataScience #python #mathlab #KingRichard  #USA #UK #UAE #KUWAIT #SAUDIARABIA #QATAR https://t.co/7jc6oz4zqC	https://twitter.com/i/web/status/1466901631673507848
Get help with; #psychology #history #chicagoessays  #MovieReview #caseStudy #Sociology #Nursing #essaypay #essaydue #essayhelp #Onlineclass #business #Philosophy #BookReview #psychology #Essays #KingRichard  #ZeroPlagiarism #USA #UAE #Kuwait #Australia #Qatar #SaudiArabia https://t.co/hjrGtFWcWk	https://twitter.com/i/web/status/1466901304081588227
House Of Gucci, Belfast, King Richard, Licorice Pizza and more https://t.co/VKcLoGadNF	https://twitter.com/i/web/status/1466900306302750721
I got so many films I need to catch up on watching 😂😩 I’m gonna try and watch these by Monday   King Richard The French Dispatch  The House of Gucci Encanto	https://twitter.com/i/web/status/1466900229010202624
[READ] King Richard III: Performed by Kenneth Branagh &amp; Cast (Classic Drama) &gt;&gt; https://t.co/AzcTtoIB1P https://t.co/RYOAP1kLOo	https://twitter.com/i/web/status/1466900223926554624
How King Richard Star Jon Bernthal Brought Rick Macci to Life – The Hollywood Reporter. A really cool conversation I am honored and grateful. Thanks Brian.  https://t.co/v6jq4i59ix	https://twitter.com/i/web/status/1466899452451459077
I need a King Richard 2, or the extended version.	https://twitter.com/i/web/status/1466899417525592069
DM us for help in; #essaypay #OnlineClasses #Coursework #Project #Essaydue #Paywrite #English #Paperpay #Essay #Quiz #Homework #Philosophy #Bookreview #Assignmentdue #essayhelp #Psychology #presentation #marketing  #Essaywrite #economics #KingRichard   Whatsapp +1(786)706-1443. https://t.co/rVTOgT6vM4	https://twitter.com/i/web/status/1466899365033873412
Best Original Song #Oscars predictions for November:  1. “Be Alive” – King Richard 2. “No Time to Die” – No Time to Die 3. “Dos Oruguitas” – Encanto 4. “Down to Joy” – Belfast 5. “Believe” – The Rescue  Full category rundown at @Filmotomy - https://t.co/TrQucPnrLJ https://t.co/EaF564p12l	https://twitter.com/i/web/status/1466899360533258252
Hire for quality work #Physics  Geography  Nursing #Biochem   #essay #Pay assignment  Economics  #pay someone  #python  #Psychology #Programming  #Pay essay Algebra  Pay biology #KingRichard  #javascript  #WomenWhoCode  #Maths  #100DaysOfCode #Online classes @academics_real2 https://t.co/5dsvNUAI5o	https://twitter.com/i/web/status/1466899245601017861
Pay for our legit services in; #Econometrics #Math #Physics Biology #Essaydue #Paperwrite #Engineering #English #Casestudy #essay #homework #Onlineclass  #Religion #KingRichard #Assignment  #Chemistry #history #WomenWhoCode  #100DaysOfCode @academics_real2  #UK #SaudiArabia #UAE https://t.co/ndd8B0WQLj	https://twitter.com/i/web/status/1466899121147682819
Do you need help in?  #python #homeworkdue  #chemistry #Onlineclass #Essaypay #Econometrics #Statistics #homework #essaywrite #Essayhelp #Javascript #Maths  #Philosophy #homeworkslave #Law #100DaysOfCode #WomenWhoCode #NodeJS #DEVCommunity  #KingRichard  Hmu  @academics_real2 https://t.co/2gfoJ1n4c0	https://twitter.com/i/web/status/1466898993334652929
#online class #assignments #economics  #essay pay #essay due #javascript #chicagoessays @academics_real2  #KingRichard   #Maths   #dissertation  #Biology #business  #Project . #proposals #Python  #research  #Algebra #Sociology #100daysofcodechallenge  #100DaysOfCode #UK #UAE https://t.co/DW0Q9eOMJB	https://twitter.com/i/web/status/1466898889299185668
"On this week's episode of RSL: ➡️ @AbigailSileo reviews Loyola WVB's season ➡️ @LummaGabbi talks about WBB's winning streak ➡️ @EricaWeckle reviews ""King Richard"" All this and more at the link below ⬇️ https://t.co/7UVbXJJYIU"	https://twitter.com/i/web/status/1466898676153036801
King Richard. I cried about 6 times. Incredible film.	https://twitter.com/i/web/status/1466898105886990339
Six years already… 😔 but I was happy to hear Plush in King Richard. 🙌🏾❤️ https://t.co/hSMTXBCKef	https://twitter.com/i/web/status/1466897497159344128
Late but #KingRichard	https://twitter.com/i/web/status/1466897130577092609
King Richard live updates – Serena and Venus Williams’ half-sister still wants relationship with stars after dad left https://t.co/4tMiD8sYld	https://twitter.com/i/web/status/1466897093092597764
I still haven’t seen King Richard	https://twitter.com/i/web/status/1466896611188125699
Advice to any Sports Coach. Go and watch 'King Richard' the Williams sisters tennis story. Inspirational	https://twitter.com/i/web/status/1466895938916597765
My ★★★★ review of King Richard on @letterboxd: https://t.co/dp0aX5izTA	https://twitter.com/i/web/status/1466895335633137666
Up next in @KentWolgamott’s Movie Club: King Richard!  Watch it on HBO Max: https://t.co/pdOHjSfBha	https://twitter.com/i/web/status/1466894436709842950
Great read, especially, after watching King Richard. That Time Serena Williams Made My Day  @davidepstein https://t.co/4dUXHZtCp0	https://twitter.com/i/web/status/1466894221239930881
In the latest issue: @paulkleinyoo speaks with 'King Richard' screenwriter Zach Baylin.  “Richard is a really compelling, complicated, outrageous character”  Available in print from  https://t.co/lm6dPdaVPA https://t.co/33umC3QZb1	https://twitter.com/i/web/status/1466894013508866051
Daily Podcast: Mini-Water Cooler: House Of Gucci, Belfast, King Richard, Licorice Pizza, And More https://t.co/RUCFjZzA5S #News #Podcast https://t.co/XfoP4ZTRTc	https://twitter.com/i/web/status/1466893798051438594
King Richard was dope. Great story	https://twitter.com/i/web/status/1466893695941283841
King Richard no cine farol 💛	https://twitter.com/i/web/status/1466893545273495558
"I hope that when Will Smith wins his Oscar for King Richard, the Academy plays the scene of him ripping an ""F you"" fart in front of the rich agents."	https://twitter.com/i/web/status/1466893228213297155
"Now that I've seen King Richard and loved it, I am excited to bully ""feminists"" who complained about it even more"	https://twitter.com/i/web/status/1466893077684043786
Serena and Venus Williams' dad 'King Richard' shows pushy parents are not all bad https://t.co/f8CkyNka6g	https://twitter.com/i/web/status/1466893016329773057
"""King Richard"" was really good. Saniyya Sidney &amp; Demi Singleton were amazing! Give Aunjanue Ellis her 💐 already and Will Smith, wow. Great performances all around and so moving."	https://twitter.com/i/web/status/1466892959396372490
king richard is one of the best movies of the year, my face literally hurts from the grin i had on my face for most of the movie	https://twitter.com/i/web/status/1466892943193686022
King Richard is a great movie	https://twitter.com/i/web/status/1466892806476161025
truly one of the greatest movies I’ve watched in the last few years and definitely top 10 biopics, very inspiring and emotional, oscar worthy film with an outstanding performance from a great cast. highly recommended. #KingRichard https://t.co/gMVpznxqcZ	https://twitter.com/i/web/status/1466892733574963200
On today’s @slashfilmdaily, we talk about #HouseOfGucci, #Spencer, #LicoricePizza, and some holiday treats: https://t.co/MpX2c13WKg	https://twitter.com/i/web/status/1466891184731824132
mano eu tenho q ver arcane, euphoria, peacemaker, power of the dog, king richard e mais umas series/filmes genericos da netflix https://t.co/tyiElCLmeu	https://twitter.com/i/web/status/1466891033707487239
explain why the most popular king richard reviews are only at 3 stars ? deserves minimum 4.5 idc	https://twitter.com/i/web/status/1466890806304849924
Anyone seen King Richard yet? How many BM were made to look bad in the movie?	https://twitter.com/i/web/status/1466890578918920192
Check out today's /Film Daily #podcast https://t.co/uSCGzpjNeH on #Podbean	https://twitter.com/i/web/status/1466890541203918848
King Richard is such a good movie.	https://twitter.com/i/web/status/1466890298240475140
Been like a week and i still cant get over King Richard dawg	https://twitter.com/i/web/status/1466888410996506634
King Richard 🔥	https://twitter.com/i/web/status/1466887983928328193
King Richard.	https://twitter.com/i/web/status/1466887114147209217
What #Movie R U looking 4ward 2 C this weekend @ #BoxOffice?  #DuneMovie #EncantoDisney  #KingRichard  #CliffordMovie  #NoTimeToDie #JamesBond  #ResidentEvilWelcometoRaccoonCity  #GhostbustersAfterlife #Ghostbusters #MarvelEternals #TheEternals  #HouseOfGucci  #TheFrenchDispatch	https://twitter.com/i/web/status/1466886883741511690
Si yo no veo Passing, The Humans y/o King Richard, I swear to God… https://t.co/vEw2o8Ssch	https://twitter.com/i/web/status/1466886696591667204
This King Richard movie has made me interested in Tennis, now	https://twitter.com/i/web/status/1466886123880267777
🇺🇸TAQUILLA JUEVES🇺🇸  1️⃣ #HouseOfGucci $1,08M (26,9M) 2️⃣ #Encanto $1,00M (45,2M) 3️⃣ #GhostbustersAfterlife $940,1k (91,8M) 4️⃣ #Eternals $433,9k (152,6M)  5️⃣ #ResidentEvilWTRC $368,3k (10,5M) 6️⃣ #Clifford $205,5k (43,9M) 7️⃣ #KingRichard $184,8k (12,2M) 8️⃣ #Dune $140,6k (102,8M) https://t.co/K2h60Fl0Wg	https://twitter.com/i/web/status/1466885416699764745
Just seen King Richard with @Bentleysbird and @Katspur71   Amazing film, thoroughly recommend.   I was so engrossed I was actually clapping the winning shots 🤦🏼‍♀️	https://twitter.com/i/web/status/1466884867858309125
me and my friend went in not knowing anything except that Will Smith is the lead actor, we left saying its one of the best movies we’ve ever seen. 100/10 recommended #KingRichard our favorite part is when it clicked for both of us who the movie was about since we went in blindly!	https://twitter.com/i/web/status/1466883746393636873
King Richard is a great movie	https://twitter.com/i/web/status/1466882959680712708
Really enjoyed this! Some awesome lessons learnt #KingRichard https://t.co/QSVkyb1tI4	https://twitter.com/i/web/status/1466882685939466242
KING RICHARD shows the incredible POWER OF STORY!  It's fascinating how— even after knowing the way true situations will turn out—the stories behind the historical phenomena of Venus &amp; Serena Williams &amp; the unbelievable designer of their success, their father, Richard Williams... https://t.co/AO5naXaEIh	https://twitter.com/i/web/status/1466882636513562624
I rated King Richard (2021) 9/10  #IMDb ❤️❤️ https://t.co/0JFNaYHc8i	https://twitter.com/i/web/status/1466882565965594631
Is it just me or is #KingRichard one of the best sports movies to come out in a long time? Great story, great acting, and unbelievably well done 👏🏼	https://twitter.com/i/web/status/1466882297286647811
#Serena loves the Wiskey River BBQ burger but #Venus loves the Guacamole Bacon Burger, fortunately for #KingRichard both are available at #RedRobin locations around the country.  #Fixedyermovie #serenawilliams #venuswilliams #WarnerBrosPictures https://t.co/qU7hOCRL3p	https://twitter.com/i/web/status/1466881660578775049
King Richard is outstanding! The whole family were gripped, and all of us had very wet eyes.	https://twitter.com/i/web/status/1466881310803337220
Richard's fate hangs in the balance. He is the illegitimate son of King Richard III. If his father wins the forthcoming battle with Henry Tudor he will be rewarded with titles and riches, if his father loses, he will be hunted as a fugitive and outlaw. https://t.co/0VeiB5rrcD	https://twitter.com/i/web/status/1466881111901024259
15 minutes into King Richard and I’m already emotional	https://twitter.com/i/web/status/1466881102493241344
I Wanna See The King Richard Movie I Know It’s Pure Gold	https://twitter.com/i/web/status/1466879958324817932
King Richard 10/10 recommend	https://twitter.com/i/web/status/1466879135100411912
This week's Top 10 most popular movies and TV shows for 11/25 to 12/1:  1. #Hawkeye   2. #Yellowstone 3. #thewheeloftimeisturning 4. #PlanesTrainsAutomobiles 5. #RedNotice  6.#TickTickBoom 7. #CowboyBebop 8. #Yellowjackets 9. #KingRichard 10. #ShangchiMarvel  Happy streaming!	https://twitter.com/i/web/status/1466878577098600458
King Richard movie went crazy 🔥	https://twitter.com/i/web/status/1466877049252073475
Actress @TheRealLaylaC speak with @abc_action_news' #themorningblend show all about @kingrichardfilm. Take a look 📺 #LaylaCrawford #ABCActionNews #TheMorningBlendShow #TampaBay # KingRichardFilm #kingrichard #Mayhementertainmentpr https://t.co/TRtZ3jcLtR	https://twitter.com/i/web/status/1466876484631470080
Yeah yeah I could use some inspiration my self.. I'm starting it now #KingRichard	https://twitter.com/i/web/status/1466876367262261250
DECEMBER Best Actor Oscar Predictions 🎄🎁  #BenedictCumberbatch will win BAFTA as well  1) Benedict Cumberbatch - The Power of the Dog 🏆 2) Bradley Cooper - Nightmare Alley 3) Will Smith - King Richard 4) Jude Hill - Belfast 5) Leonardo DiCaprio - Don’t Look Up  #NYFCC #Oscars https://t.co/vvBpIwX70o	https://twitter.com/i/web/status/1466876189255946243
Finna watch king Richard .	https://twitter.com/i/web/status/1466875212516020235
King Richard is some film btw.  Will Smith is absolutely stunning, one of his best. 🥺👏🏽	https://twitter.com/i/web/status/1466875140025823236
King Richard about to have me in here bawling🥺	https://twitter.com/i/web/status/1466874375811092486
I rated King Richard (2021) 6/10  #IMDb https://t.co/fHdqRbfOz1	https://twitter.com/i/web/status/1466874051897569281
Watching King Richard   I hate nyggas.	https://twitter.com/i/web/status/1466873752231284738
The latest #ToyDepartment pod is HERE: https://t.co/lDX32N0Fx1... @MaddenOnAir go WAY into #TrueStory, #TheMorningShow, #KingRichard, and BOTH current seasons of #TheChallenge - #SpiesLiesAndAllies &amp; #TheChallengeAllStars2... It's a lot of WEIRD, WACKY content this week, dive in!	https://twitter.com/i/web/status/1466872792356323331
1000000000/10 recommend King Richard pls watch	https://twitter.com/i/web/status/1466872732549894145
Some seats still avail!  You're invited to an in-person screening for fully vaccinated (with proof) &amp; masked guests:  #KingRichard  on the big screen + Q&amp;A with filmmakers &amp; cast!  Sign up &amp; *use the drop-down menu* to indicate if you have a guest.  GO: ⬇️ https://t.co/BJP1oCmvYM	https://twitter.com/i/web/status/1466871595146772483
why the hell did they call the serena and venus movie king richard, i really thought it was a boring ass movie about some white british aristocrate	https://twitter.com/i/web/status/1466870653647306763
King Richard really was a great ass movie	https://twitter.com/i/web/status/1466870414144155649
King Richard 👌🏼	https://twitter.com/i/web/status/1466869938698792965
king richard is so good, one of the best movies i’ve seen this year	https://twitter.com/i/web/status/1466869002823770121
I've been looking for so long. And I know it's not available anywhere. But not being able to find a recording of Cate Blanchett playing King Richard II in The War of Roses on stage anywhere is still heartbreaking. https://t.co/5DjBNRJkDE	https://twitter.com/i/web/status/1466868129783369729
Some FYC catch-up: • KING RICHARD - https://t.co/78i4XnUGxx • DRIVE MY CAR - https://t.co/ZJAAED9NnX • ENCANTO - https://t.co/bpY2XYURXQ • MITCHELLS VS THE MACHINES - https://t.co/D5LRzXb9ww • SPENCER - https://t.co/UVZ1k1xeA2 • FRENCH DISPATCH - https://t.co/08BDyd0aSU https://t.co/t3quQCC9XQ	https://twitter.com/i/web/status/1466867592598016001
"Will Smith delivers a performance of his career in ""King Richard,"" where he plays the father of the two most iconic tennis players of all time. Did you see the movie? https://t.co/zB5TcCQwQa"	https://twitter.com/i/web/status/1466867412876230657
On Thanksgiving my family saw King Richard! The story of Venus and Serena’s over protective and a bit crazy father who helped shape them into being the dominant tennis players they are today. The child actors were very good and Will smith was great! Very fun movie 7.5/10 https://t.co/FyXdjgEDLC	https://twitter.com/i/web/status/1466867383939878916
King Richard one of the best movies I seen in a while	https://twitter.com/i/web/status/1466866575533875222
It doesn't sound like this Punisher will be multiverse hopping anytime soon.    https://t.co/hu7Otz0Eou	https://twitter.com/i/web/status/1466866557062205449
#KingRichard is just another average sports drama. Read our REVIEW:  https://t.co/BtJQsRRrbo	https://twitter.com/i/web/status/1466866434760396814
Fun night at our NJTL’s visit to @AMCTheatres to see King Richard. Many kids inspired! @Venuseswilliams @serenawilliams #ustafoundation #swftennis https://t.co/fN6UYALISX	https://twitter.com/i/web/status/1466866194254807047
Theme music as we enter 2022 💪🏾🙌🏾🙌🏾 I love this song  https://t.co/wdDU3eghIB	https://twitter.com/i/web/status/1466865557249081346
Jon Bernthal on ‘King Richard’ Training, ‘Sicario’ Improv and Frank Castle’s Future   https://t.co/OXKHPwjlwb	https://twitter.com/i/web/status/1466864060616609792
the only thing I didn’t like about king richard is will smith’s doofy LA accent.	https://twitter.com/i/web/status/1466864004345778184
King Richard is a pretty good movie.	https://twitter.com/i/web/status/1466863049093136385
I cannot believe everything I saw in King Richard is real. Mahnnnn he was so intentional to the T!	https://twitter.com/i/web/status/1466862911415009280
After seeing King Richard movie. I started stalking the acts particularly Saniyya Sidney (the young actress who played Venus Williams. Found out she has never played tennis before the king Richard movie, everything she learnt to act as Venus Williams was learnt on set. The best;	https://twitter.com/i/web/status/1466862581604356102
Just watched two very different but wonderful films #KingRichard and #CmonCmon - loved them both and would highly recommend them.	https://twitter.com/i/web/status/1466861080744013833
King Richard.. what a film	https://twitter.com/i/web/status/1466860924451569665
This moment right here got my daughter &amp; I in our feels! 👇🏽👇🏽Loved watching #KingRichard The making of @Venuseswilliams @serenawilliams https://t.co/ERCCa881Pw	https://twitter.com/i/web/status/1466860253769867264
Has anyone seen this yet? What did you think? https://t.co/COl9nHEp53	https://twitter.com/i/web/status/1466860082189066243
huge shoutout to the king richard sound designer, richard king. https://t.co/dfZvnSNG72	https://twitter.com/i/web/status/1466860041592619011
A trio of movie reviews: “Spencer,” “King Richard,” “Mass”  https://t.co/aj14kalRu5 https://t.co/kZC6tMLc3O	https://twitter.com/i/web/status/1466859804320747523
I watched #KingRichard yesterday…MOVIE OF THE YEAR!!!	https://twitter.com/i/web/status/1466859751162191875
If you're watching #TheGame #TheOvalOnBET or Will Smith's #KingRichard then you've seen @vheb_official starring in them. Check out my full interview with him 👇🏾  https://t.co/lVgsLldkpW  #thegameisback https://t.co/oMuEeP0ME1	https://twitter.com/i/web/status/1466859314006695944
#KingRichard ,powerful film.	https://twitter.com/i/web/status/1466858447895420933
Tonight cinema - #KingRichard https://t.co/gyhIgzw0aN	https://twitter.com/i/web/status/1466858385073135620
I just watched #KingRichard what a great film this is 🙌🏿	https://twitter.com/i/web/status/1466857495004164096
Vlogmas At Porshaa's '21 | Day 1 King Richard Movie Date Ft The Boss Man https://t.co/T3AU9Ex8LK via @YouTube	https://twitter.com/i/web/status/1466856855502741511
Not the whole theater clapping at the end of King Richard 😭😭. Hadn’t seen that in awhile. Deserved though. Real crowd pleaser.	https://twitter.com/i/web/status/1466856826478243851
King Richard was so good! Learned sooo much! I'm behind mine just like him 💁🏼‍♀️💁🏼‍♀️	https://twitter.com/i/web/status/1466856403843354631
#KingRichard was so damn good and I’m not even a sports fan. It was nice to see their story and what he did for them. I’m not understanding why feminist got mad saying the story shouldn’t be about a man when Venus &amp; Serena produced the film as a tribute to this father. ⭐️⭐️⭐️✨ https://t.co/Epi8jfqAOG	https://twitter.com/i/web/status/1466855124223987714
King Richard was refreshing 👏🏼	https://twitter.com/i/web/status/1466854851284017159
The Venus &amp; Serena movie should definitely be a continuation of the ending of King Richard ...shit was fye	https://twitter.com/i/web/status/1466854746954911747
Oscar Predictions Best Supporting Actress :  Rita Moreno “West Side Story” Caitríona Balfe “Belfast” Kirsten Dunst “The Power of the Dog” Aunjanue Ellis “King Richard” Cate Blanchett “Nightmare Alley” Judi Dench “Belfast” Ariana DeBose “West Side Story”	https://twitter.com/i/web/status/1466854721122193408
I spoke to Jon Bernthal about #KingRichard and how he trained to be a tennis coach during the pandemic. He actually coached a real player while in character at a tennis academy in Ojai.  We also discussed the time Benicio del Toro stuck a finger in his ear on the 'Sicario' set. https://t.co/Dx7AFwdJWf https://t.co/uu9xP0ipxA	https://twitter.com/i/web/status/1466854055670550528
The shop is playing 'King Richard' and the older women are yelling and praising! LOL	https://twitter.com/i/web/status/1466853248875352069
Will Smith delivered a star turn in #KingRichard and @Allen_Austin_ broke down his performance on my podcast this week. Check out his take below and listen to our full review of the movie here: https://t.co/6yR1mRHWnQ https://t.co/MTUlt8ZhTh	https://twitter.com/i/web/status/1466852486505918465
I’m going to watch King Richard tonight.	https://twitter.com/i/web/status/1466852288509714441
Oscar Predictions for Best Director :  Kenneth Branagh “Belfast” Jane Campion “The Power of the Dog” Denis Villeneuve “Dune” Steven Spielberg “West Side Story” Paul Thomas Anderson “Licorice Pizza” Guillermo del Toro “Nightmare Alley” Reinaldo Marcus Green “King Richard”	https://twitter.com/i/web/status/1466852283866570758
⌜ King Richard ⌟ https://t.co/jtnp0HQac1	https://twitter.com/i/web/status/1466852207429619718
Oscar Predictions for Best Picture :  “Belfast” “The Power of the Dog” “West Side Story” “Dune” “King Richard” “Being the Ricardos” “Licorice Pizza” “Tick, Tick … Boom!” “Nightmare Alley” “CODA”	https://twitter.com/i/web/status/1466851407647150082
https://t.co/rvKpA2aF32  Here is the audio version of our #podcast , check us out as we talk #KingRichard #CowboyBebopNetflix  and #HouseOfGucci !	https://twitter.com/i/web/status/1466850552420069378
King Richard most see	https://twitter.com/i/web/status/1466850006233763840
It really just hit me that someone on this app was upset that a movie titled “King Richard” centered on a man named Richard. Like, I think I had to get dumber to truly comprehend that…	https://twitter.com/i/web/status/1466849835697459211
As King Richard proves, as long as the one bad apple in the gang gets killed, gangs are actually pretty good	https://twitter.com/i/web/status/1466849778218586113
Omg! @Venuseswilliams  introducing King Richard in French is the best thing on Twitter today. Happy Friday😍🥰💕 https://t.co/TZNsMpz8TC	https://twitter.com/i/web/status/1466849609209233423
Oscar Predictions for Best Actor :  Will Smith “King Richard” Andrew Garfield “Tick, Tick … Boom!” Benedict Cumberbatch “The Power of the Dog” Bradley Cooper “Nightmare Alley” Denzel Washington “The Tragedy of Macbeth” Peter Dinklage “Cyrano” @SimonRex  “Red Rocket”	https://twitter.com/i/web/status/1466849245030457350
It's amazing what Richard Williams did to make two of her children Venus and Serena tennis champions. Will Smith did an incredible job with King Richard, he better get the Oscar Nomination.	https://twitter.com/i/web/status/1466849129846484994
My review of King Richard (2021) on @letterboxd: https://t.co/yStzk8daIe	https://twitter.com/i/web/status/1466848867048050688
https://t.co/qIPYJDfhVY we talk about Cowboy Bebop, King Richard, and even House of Gucci! #podcast #film #CowboyBebopNetflix #KingRichard #HouseOfGucci	https://twitter.com/i/web/status/1466848678589890560
King Richard is definitely worth the watch!	https://twitter.com/i/web/status/1466848454118891527
#nw king richard (2021)  in theaters https://t.co/sGryXFpnpQ	https://twitter.com/i/web/status/1466848065130745865
